"What is considered an unjustified refusal to prosecute claims due to a pending settlement agreement in a derivative standing case?","A creditor’s request for derivative standing to bring an estate claim challenges the debtor in possession’s decision not to pursue it. [Citation omitted]. For that challenge to succeed, the creditor must demonstrate that in refusing to pursue the claim, the debtor in possession is shirking its responsibilities to the estate. [Citation omitted]  (noting that derivative standing is appropriate when “the debtor in possession unjustifiably failed to bring suit or abused its discretion in not suing”). The creditor seeking derivative standing therefore bears “the initial burden to allege facts showing that the refusal to file suit is unjustified.” [Citation omitted]. Whether the refusal is justified is gauged in light of a debtor in possession’s statutory obligations and fiduciary duties. One of those duties is to “wisely manage the estate’s legal claims.” [Citation omitted].  But wise management does not mean the debtor in possession must always pursue a claim. Sometimes the better course is to settle. [Citation omitted].  As the court of appeals has observed in these very bankruptcy cases, “successful resolution of disputes . . . is one of the Code’s central objectives.” [Citation omitted] (noting that “[c]hapter 11 has as its central goal the resolution of competing claims to scarce resources by a negotiated plan”).  To determine whether a debtor in possession is justified in deciding not to pursue claims, courts typically conduct a cost-benefit analysis. [Citation omitted]. Among the factors courts consider in conducting this analysis are “‘(1) the probabilities of legal success and financial recovery in event of success; (2) the creditor's proposed fee arrangement; and (3) the anticipated delay and expense to the bankruptcy estate that the initiation and continuation of litigation will likely produce.’” [Citation omitted]. Here, the Committee has not explained in its motion why the debtors’ decision to forego pursuing the claims was unjustified. The Committee has not shown that recovery on the claims is probable or what that recovery might be. Nor has the Committee provided even a rough estimate of how much it might cost to pursue the claims (although the cost would doubtless be considerable). Because the Committee has addressed neither potential recovery nor potential cost, the Committee has not shown that the recovery might justify the cost. Indeed, the Committee barely discusses unjustifiable refusal at all, devoting a single page of its 43-page motion to the question. In that page, the Committee pins its entire argument on the four cash collateral stipulations, asserting that those stipulations make the debtors “incapable of objectively pursuing actions” to avoid the liens. The debtors’ refusal to pursue the claims, in other words, is unjustified because the debtors have refused to pursue them. A tautology is all the Committee offers. Although the Committee’s failure to address unjustifiable refusal would be reason alone to deny the motion, it should be noted that the debtors have supplied an adequate justification for their decision not to pursue the claims. The debtors made that decision, they say, because they favor resolving the claims through a comprehensive plan of reorganization that will provide distributions to creditors. And efforts at such a resolution are under way in earnest, with the parties (including the Committee) about to begin mediation. As the debtors and other objectors point out, prosecution of the proposed amended complaint now could stymie those efforts. The debtors’ decision to forego pursuing the claims in favor of settling them through a plan is a reasonable exercise of the debtors’ judgment. [Citations omitted]  (finding debtor’s refusal to pursue estate’s avoidance claim was justified where debtor sought to treat the claim in its proposed plan). At no point in its motion does the Committee even suggest that the estates would be better off litigating the claims than negotiating their resolution through a plan of reorganization. In fact, the Committee itself recognizes the possibility that “negotiations might consensually resolve” its challenges[Citation omitted]. If the motion is granted, the Committee says, the court should not require the proposed amended complaint to be filed right away or by a certain date. The Committee instead asks leave to file the complaint at its discretion – “to potentially avoid unnecessary litigation if it appears its discussions with the parties may yield progress.” That the litigation could prove unnecessary given the parties’ settlement discussions is justification enough for the debtors’ not to pursue it. [Citation omitted] (holding that this court could enjoin litigation in another court if doing so would promote settlement of disputes in these bankruptcy cases)."
"Is the agreement to provide a credit card a financial accommodation under Section 365(e)(2)(B)?","The Court of Appeals for the Eleventh Circuit found the overriding purpose of this credit card merchant agreement to be, not financing, but the ""exchange of items."" In re Thomas B. Hamilton Co., 969 F.2d at 1020. In other words, the parties sought to create ""a relationship that would permit the debtor to accept the use by customers of credit cards instead of cash in the course of its business and permit the bank to purchase the sales drafts arising from the resulting credit card transactions."" Id. In fact, other than the bank's incidental right to charge back a sales draft in certain limited circumstances, ""the specific terms of the Agreement did not evidence any intent on the part of the bank to extend credit to the debtor."" Id. The court thus concluded that the agreement did not constitute a financial accommodation under §§ 365(c)(2) and (e)(2)(B). The appellate court made a point to emphasize that ""sound policy considerations support this conclusion,"" particularly since ""the Agreement at issue here is typical of credit card merchant agreements between all kinds of merchants and merchant banks."" [Citation omitted] ""If these agreements may not be assumed by the trustee following a bankruptcy filing, rehabilitation will be virtually impossible for any merchant who relies heavily on credit card sales."" [Citation omitted] Though acknowledging that the level of risk initially accepted by the bank might increase when the merchant files for bankruptcy, the court found two provisions in the Bankruptcy Code to provide adequate protection against ""the forced assumption of unreasonable risks."" [Citation omitted] First, bankruptcy courts have the authority to refuse to ""approve the assumption of a credit card merchant agreement under § 365(a) if the merchant bank demonstrates that continued performance of the agreement would place it at unreasonable risk, such as when the merchant's sales result in an unusually high percentage of chargebacks or when there is some evidence that the merchant is involved in fraud."" [Citation omitted] Second, ""a merchant who has not promptly repaid chargebacks in accordance with the credit card merchant agreement may not assume the agreement under § 365(b) without first curing the default and providing assurance that it can and will promptly repay chargebacks in the future."" [Citation omitted] Notwithstanding the position articulated in Hamilton, Bank One contends that the contract in this matter constituted a financial accommodation made to the debtor's customers for the benefit of the debtor. While the private label revolving credit plan agreement did detail the manner in which Bank One and the debtor would ""exchange items"" (sales drafts for funds), these provisions existed only to further the purpose of financing a qualified customer's purchase of merchandise sold or services rendered by the debtor. (See [Citation omitted].) In other words, while Bank One and the debtor entered into a ""trade"" relationship, their reason for doing so was to create a mechanism by which credit could be extended to third parties. In this way, Bank One could profit from the interest generated when customers chose to pay for their purchases over time, and the debtor could benefit from the increase in sales which credit so often seems to prompt. This argument, however, misses the point. The purpose of §§ 365(c)(2) and (e)(2)(B) is quite simple — to prevent a debtor's financial uncertainty, which necessarily results when a bankruptcy petition is filed, from unfairly elevating the risk to a party who extended credit pre-petition. Within the narrow context of this particular dispute, however, the debtor's ability to fulfill its obligations under the private label revolving credit plan agreement never concerned Bank One. Rather, Bank One has complained that the customers to whom it unilaterally chose to extend credit have breached their credit card agreements — agreements to which the debtor was not a party and over which the debtor had no control. Congress simply did not intend §§ 365(c)(2) and (e)(2)(B) to remedy this kind of collateral damage created when any retail debtor seeks relief under the Bankruptcy Code. The court therefore concludes that the private label revolving credit plan agreement did not constitute a ""financial accommodation"" under 11 U.S.C. §§ 365(c)(2) and (e)(2)(B). As a consequence, Bank One was obligated to continue performing under the agreement, and to continue bearing the loss if any particular account could be neither collected from the customer nor ""charged back"" to the debtor, until its motion for relief from stay was granted effective October 27, 1996. Bank One thus has no ground upon which to argue that the cost of the post-petition increase in the ""uncollectible accounts"" rate on the BestCard should be shifted to the bankruptcy estate and treated as an administrative expense."
"Is relief from stay required to terminate a financial accommodation under Section 365(e)(2)(B)?","(c)  The trustee may not assume or assign any executory contract or unexpired lease of the debtor, whether or not such contract or lease prohibits or restricts assignment of rights or delegation of duties, if— (2)   such contract is a contract to make a loan, or extend other debt financing or financial accommodations, to or for the benefit of the debtor, or to issue a security of the debtor; or"
"What is the correct valuation standard for adequate protection purposes in a Chapter 11 case?","When adequate protection is required under section 362, 363, or 364 of this title of an interest of an entity in property, such adequate protection may be provided by— (1) requiring the trustee to make a cash payment or periodic cash payments to such entity, to the extent that the stay under section 362 of this title, use, sale, or lease under section 363 of this title, or any grant of a lien under section 364 of this title results in a decrease in the value of such entity’s interest in such property;  (2) providing to such entity an additional or replacement lien to the extent that such stay, use, sale, lease, or grant results in a decrease in the value of such entity’s interest in such property; or  (3) granting such other relief, other than entitling such entity to compensation allowable under section 503(b)(1) of this title as an administrative expense, as will result in the realization by such entity of the indubitable equivalent of such entity’s interest in such property."
"When is a preference action considered property of the estate in the Fifth Circuit?","(a)(1) The trustee may avoid any transfer (including any transfer to or for the benefit of an insider under an employment contract) of an interest of the debtor in property, or any obligation (including any obligation to or for the benefit of an insider under an employment contract) incurred by the debtor, that was made or incurred on or within 2 years before the date of the filing of the petition, if the debtor voluntarily or involuntarily—  (A) made such transfer or incurred such obligation with actual intent to hinder, delay, or defraud any entity to which the debtor was or became, on or after the date that such transfer was made or such obligation was incurred, indebted; or  (B)(i) received less than a reasonably equivalent value in exchange for such transfer or obligation; and  (ii)(I) was insolvent on the date that such transfer was made or such obligation was incurred, or became insolvent as a result of such transfer or obligation; … (II) was engaged in business or a transaction, or was about to engage in business or a transaction, for which any property remaining with the debtor was an unreasonably small capital;  (III) intended to incur, or believed that the debtor would incur, debts that would be beyond the debtor's ability to pay as such debts matured; or  (IV) made such transfer to or for the benefit of an insider, or incurred such obligation to or for the benefit of an insider, under an employment contract and not in the ordinary course of business. …"
"Can a debtor release or settle a preference cause of action prepetition?","(b) Except as provided in subsections (c) and (i) of this section, the trustee may avoid any transfer of an interest of the debtor in property— (1) to or for the benefit of a creditor; (2) for or on account of an antecedent debt owed by the debtor before such transfer was made; (3) made while the debtor was insolvent; (4) made—  (A)on or within 90 days before the date of the filing of the petition; or (B)between ninety days and one year before the date of the filing of the petition, if such creditor at the time of such transfer was an insider; and (5) that enables such creditor to receive more than such creditor would receive if—  (A)the case were a case under chapter 7 of this title;  (B)the transfer had not been made; and (C)such creditor received payment of such debt to the extent provided by the provisions of this title."
"In New York, can bankruptcy courts sanction attorneys under rule 1927 for forum shopping?","Any attorney or other person admitted to conduct cases in any court of the United States or any Territory thereof who so multiplies the proceedings in any case unreasonably and vexatiously may be required by the court to satisfy personally the excess costs, expenses, and attorneys' fees reasonably incurred because of such conduct."
"Can bankruptcy courts sanction under Rule 105 for forum shopping?","(a)   The court may issue any order, process, or judgment that is necessary or appropriate to carry out the provisions of this title. No provision of this title providing for the raising of an issue by a party in interest shall be construed to preclude the court from, sua sponte, taking any action or making any determination necessary or appropriate to enforce or implement court orders or rules, or to prevent an abuse of process."
"If debtor and creditor enter into a stipulation for the amount on the proof of claim on the date of the petition, can creditor later file a proof of claim for a greater amount than previously agreed upon?","In looking at the “no harm no foul rule”, it appears that the burden should shift to PACCAR to show that the credit applied to the debt is equal to the fair market value of the vehicle. The evidence shows that presale the appraised value of the collateral ranged from $29,150.00 to $32,000.00. All of these values were set by agents of GMC. The stipulated sales price obtained by PACCAR was $34,000.00 which is in excess of the appraised value put on the truck by GMC. Thus, this Court holds that the fair market value to be credited is the sales price of $34,000.00. As evidenced by amended proof of claim no. 13 filed by PACCAR, PACCAR applied the entire $34,000.00 as a credit against the amount owed. The proof of claim shows a contract pay-off balance as of the date of public sale of $56,765.80. This Court holds that the amount of the claim to which PACCAR is entitled is the pay-off balance as of the date of the filing of the Debtor's petition for relief, August 12, 1988. This amount shall be credited by the sum of $34,000.00 and the resulting deficiency shall be allowed as an unsecured claim in this proceeding. Since a deficiency arises, no sale costs are allowable under section 506(b)."
"Is a license agreement made under integrated circumstances between debtor and a 3rd party considered executory or substantially performed?",": I conclude, adopting the reasoning of Lubrizol, that the license agreement at issue here constituted an executory contract within the meaning of § 365(d). The trustee's contentions, that UCRDC's obligation to forbear from granting licenses to others and not to unreasonably withhold permission for sublicensing do not suffice to make the license agreement executory, are not sustainable. The trustee not having sought assumption of the license agreement within 60 days after the entry of the order for relief in this case, the license agreement must be deemed rejected."
"Are state criminal proceedings against the debtor subject to the automatic stay where the creditors contacted the district attorney and initiated those criminal proceedings?","These exceptions do not apply to the facts of this case. Both Mr. Hunter and Mr. Hollers, another individual investor, testified they were pursuing a criminal investigation by the District Attorney as part of their public duty to prevent further frauds being perpetrated on the public, and to see that justice was done, full well knowing that recovery of any amount from the Debtor was most likely impossible. In addition, the Movants hired an experienced criminal attorney, who then made contact with the District Attorney several months prior to the filing of the bankruptcy petition. Clearly, the motives of these creditors was not based upon hopes of monetary recovery, but based on doing their public duty to see that further alleged frauds by this Debtor do not occur. CONCLUSION Therefore, neither the automatic stay nor the discharge stay, enjoin, or bar the creditors in this case from presenting the underlying facts related to the Debtor's alleged fraudulent procurement of monies to the appropriate prosecutorial and/or crime investigation entities and/or authorities with jurisdiction to review and investigate potential criminal acts of the Debtor. Further, neither does the automatic stay nor the discharge bar the commencement and continuation of any criminal action resulting from any such investigation. The Motion to Determine Automatic Stay Does not Apply is GRANTED."
"Does the bankruptcy court have the authority to modify claims of tax certificate holders in debtor's Chapter 13 plan?","Quote 1: Under the Debtor's Plan, the Debtor seeks to pay the redemption amount to the Purchaser over time as a secured claim under her Plan pursuant to § 1322(b)(2). Section 1322(b)(2) of the Bankruptcy Code, of course, empowers a debtor, through a Chapter 13 plan, to “modify the rights of holders of secured claims, other than a claim secured only by a security interest in real property that is the debtor's principal residence.” 11 U.S.C. § 1322(b)(2)."
"Should the court grant debtor's objection to the secured claim of a tax certificate holder?","The confirmed Chapter 13 plans in these two cases each specify a principal amount and a fixed rate of interest for the tax creditors' secured claims. The secured creditors are bound by the terms of the respective confirmed plans. For example, in the Slade–Lanier case, the confirmed plan as modified (and not objected to by CapitalSource) provides for the secured claim of CapitalSource to be paid $10,234.59, plus interest at the rate of 18 percent in monthly payments of $312.00. ECF No. 44 at 6; ECF No. 49. “The portion of any allowed claim that exceeds the amount to be paid through the plan shall be treated as an unsecured claim.” Id. Nothing in either confirmed plan specifies that the 18 percent interest is to be paid on both the paid and unpaid balance—i.e., the total tax certificate price—despite periodic payments to the creditor reducing the principal balance over the life of the Chapter 13 plan."
"Does creditor's issuance of a post-petition summons and complaint in a state court action violate the automatic stay?","The Debtor filed a motion for contempt by Order to Show Cause against Federal National Mortgage Association (“FNMA”) and Nationstar Mortgage, LLC (“Nationstar”) alleging a violation of the automatic stay pursuant to 11 U.S.C. § 362(a)(1) and 11 U.S.C. § 362(a)(3). The asserted violation arises from the issuance of a post-petition summons and complaint seeking a writ of assistance where the parties were notified of the bankruptcy filing. For the reasons set forth in this memorandum decision, the Court finds that a violation of the automatic stay did occur and awards damages."
"Is debtor entitled to damages in the event creditor issues a post-petition summons and complaint in a state court action?","Since the Court has already found, by Order dated December 15, 2009, that there is a willful violation of the stay, the award of actual damages is mandatory under Bankruptcy Code § 362(k)(1). The party moving for damages bears the burden of proof on damages. Sucre v. MIC Leasing Corp. (In re Sucre), 226 B.R. 340, 349 (Bankr.S.D.N.Y.1998)."
"Is the State liable for emotional distress damages and attorney fees due to willful violation of the automatic stay by continuing to garnish debtor's wages after the petition was filed?","Willful violations of the automatic stay occurred when DHHS and Harnett County failed to halt the garnishments of Debtor's Social Security benefits in the amount of $203.13 in July, 2015, and $278.38 in August, 2015, and when they failed to immediately correct these garnishments. For the reasons set forth herein, the Court will enter its Orders DENYING the Motion for Leave to Respond and Amended Motion to Respond, and enter its order: (1) finding that Harnett County and DHHS each committed willful violations of the automatic stay for which they are jointly and severally liable; (2) setting a further hearing to liquidate the amount of damages, including emotional damages, if any, caused to the Debtor by the violations set forth herein."
